0.06274509803921569,0.0,1.0
0.0,0.3333333333333333,1.0
0.0,0.49411764705882355,1.0
0.0,0.6666666666666666,1.0
0.0,0.8313725490196079,1.0
0.0,0.9137254901960784,1.0
0.0,1.0,1.0
0.0,1.0,0.7843137254901961
0.0,1.0,0.5686274509803921
0.0,1.0,0.25098039215686274
0.0,1.0,0.19215686274509805
0.0,1.0,0.1411764705882353
0.0,1.0,0.0
0.2784313725490196,1.0,0.0
0.38823529411764707,1.0,0.0
0.43137254901960786,1.0,0.0
0.5686274509803921,1.0,0.0
0.7137254901960784,1.0,0.0
0.8549019607843137,1.0,0.0
1.0,1.0,0.0
1.0,0.9137254901960784,0.0
1.0,0.8313725490196079,0.0
1.0,0.7490196078431373,0.0
1.0,0.7058823529411765,0.0
1.0,0.6627450980392157,0.0
1.0,0.5803921568627451,0.0
1.0,0.5372549019607843,0.0
1.0,0.4980392156862745,0.0
1.0,0.4117647058823529,0.0
1.0,0.3333333333333333,0.0
1.0,0.20784313725490197,0.0
1.0,0.0784313725490196,0.0
1.0,0.0,0.0
1.0,0.0,0.21176470588235294
1.0,0.0,0.42745098039215684
1.0,0.0,0.7137254901960784
1.0,0.0392156862745098,0.8509803921568627
1.0,0.4745098039215686,1.0
1.0,0.6196078431372549,1.0
